MidiPath,WavPath,Labels
MIDI/random_notes_1.mid,MIDI2WAV/random_notes_1.wav,<|MIDI|> G#6 F2 G#7 C8 C#3 <|/MIDI|>
MIDI/random_notes_2.mid,MIDI2WAV/random_notes_2.wav,<|MIDI|> A#5 F6 D#7 A#6 B4 <|/MIDI|>
MIDI/random_notes_3.mid,MIDI2WAV/random_notes_3.wav,<|MIDI|> C#5 A3 F2 G#5 F#4 <|/MIDI|>
MIDI/random_notes_4.mid,MIDI2WAV/random_notes_4.wav,<|MIDI|> F#6 F#5 G2 D#2 C#2 <|/MIDI|>
MIDI/random_notes_5.mid,MIDI2WAV/random_notes_5.wav,<|MIDI|> E2 F2 E7 F1 F#5 <|/MIDI|>
MIDI/random_notes_6.mid,MIDI2WAV/random_notes_6.wav,<|MIDI|> D#5 C3 A#6 D5 B2 <|/MIDI|>
MIDI/random_notes_7.mid,MIDI2WAV/random_notes_7.wav,<|MIDI|> F2 B0 C4 F#2 B2 <|/MIDI|>
MIDI/random_notes_8.mid,MIDI2WAV/random_notes_8.wav,<|MIDI|> F5 A3 A0 C6 F#5 <|/MIDI|>
MIDI/random_notes_9.mid,MIDI2WAV/random_notes_9.wav,<|MIDI|> D4 C2 E7 A#5 C#3 <|/MIDI|>
MIDI/random_notes_10.mid,MIDI2WAV/random_notes_10.wav,<|MIDI|> D#2 G#1 F#4 D3 A0 <|/MIDI|>
MIDI/random_notes_11.mid,MIDI2WAV/random_notes_11.wav,<|MIDI|> A7 G#4 C#5 A#4 A2 <|/MIDI|>
MIDI/random_notes_12.mid,MIDI2WAV/random_notes_12.wav,<|MIDI|> D#3 C#7 G3 G#5 F1 <|/MIDI|>
MIDI/random_notes_13.mid,MIDI2WAV/random_notes_13.wav,<|MIDI|> D2 F#3 G#2 A#3 C#3 <|/MIDI|>
MIDI/random_notes_14.mid,MIDI2WAV/random_notes_14.wav,<|MIDI|> F7 A1 G#5 A#0 G#6 <|/MIDI|>
MIDI/random_notes_15.mid,MIDI2WAV/random_notes_15.wav,<|MIDI|> D4 G#4 C1 A#0 F2 <|/MIDI|>
MIDI/random_notes_16.mid,MIDI2WAV/random_notes_16.wav,<|MIDI|> B7 E7 G#6 B2 D#4 <|/MIDI|>
MIDI/random_notes_17.mid,MIDI2WAV/random_notes_17.wav,<|MIDI|> F#2 B6 B5 B0 G#7 <|/MIDI|>
MIDI/random_notes_18.mid,MIDI2WAV/random_notes_18.wav,<|MIDI|> B4 A1 C5 A#6 D7 <|/MIDI|>
MIDI/random_notes_19.mid,MIDI2WAV/random_notes_19.wav,<|MIDI|> F3 A0 D#2 D#3 A1 <|/MIDI|>
MIDI/random_notes_20.mid,MIDI2WAV/random_notes_20.wav,<|MIDI|> F#1 F#6 C4 C4 A#0 <|/MIDI|>
MIDI/random_notes_21.mid,MIDI2WAV/random_notes_21.wav,<|MIDI|> D#4 A#7 B0 F#6 B4 <|/MIDI|>
MIDI/random_notes_22.mid,MIDI2WAV/random_notes_22.wav,<|MIDI|> F6 C#2 G#5 D3 A#2 <|/MIDI|>
MIDI/random_notes_23.mid,MIDI2WAV/random_notes_23.wav,<|MIDI|> A#1 C2 C8 G7 C#7 <|/MIDI|>
MIDI/random_notes_24.mid,MIDI2WAV/random_notes_24.wav,<|MIDI|> A#4 D2 B0 G#6 G6 <|/MIDI|>
MIDI/random_notes_25.mid,MIDI2WAV/random_notes_25.wav,<|MIDI|> C#5 D#5 F#7 F4 D6 <|/MIDI|>
MIDI/random_notes_26.mid,MIDI2WAV/random_notes_26.wav,<|MIDI|> C#2 B1 G3 E6 G5 <|/MIDI|>
MIDI/random_notes_27.mid,MIDI2WAV/random_notes_27.wav,<|MIDI|> D5 F7 G5 D2 D#7 <|/MIDI|>
MIDI/random_notes_28.mid,MIDI2WAV/random_notes_28.wav,<|MIDI|> C8 D#6 F1 A7 C6 <|/MIDI|>
MIDI/random_notes_29.mid,MIDI2WAV/random_notes_29.wav,<|MIDI|> F7 E4 B0 G#5 F#2 <|/MIDI|>
MIDI/random_notes_30.mid,MIDI2WAV/random_notes_30.wav,<|MIDI|> F4 G7 A#0 D2 B5 <|/MIDI|>
MIDI/random_notes_31.mid,MIDI2WAV/random_notes_31.wav,<|MIDI|> C3 D6 A#1 C1 F#6 <|/MIDI|>
MIDI/random_notes_32.mid,MIDI2WAV/random_notes_32.wav,<|MIDI|> B1 D#3 D2 D5 F#4 <|/MIDI|>
MIDI/random_notes_33.mid,MIDI2WAV/random_notes_33.wav,<|MIDI|> G#6 F5 E7 C1 D3 <|/MIDI|>
MIDI/random_notes_34.mid,MIDI2WAV/random_notes_34.wav,<|MIDI|> A#3 A#6 D#2 A0 A0 <|/MIDI|>
MIDI/random_notes_35.mid,MIDI2WAV/random_notes_35.wav,<|MIDI|> D#4 A#0 D3 G#6 C5 <|/MIDI|>
MIDI/random_notes_36.mid,MIDI2WAV/random_notes_36.wav,<|MIDI|> D4 D#5 C2 D2 D#5 <|/MIDI|>
MIDI/random_notes_37.mid,MIDI2WAV/random_notes_37.wav,<|MIDI|> D#4 C1 A6 B3 A#2 <|/MIDI|>
MIDI/random_notes_38.mid,MIDI2WAV/random_notes_38.wav,<|MIDI|> E3 C#4 C2 B3 D7 <|/MIDI|>
MIDI/random_notes_39.mid,MIDI2WAV/random_notes_39.wav,<|MIDI|> D1 C#6 F#4 C#5 F1 <|/MIDI|>
MIDI/random_notes_40.mid,MIDI2WAV/random_notes_40.wav,<|MIDI|> B4 C#1 C#1 A#3 D1 <|/MIDI|>
MIDI/random_notes_41.mid,MIDI2WAV/random_notes_41.wav,<|MIDI|> E6 G3 E7 A2 F#4 <|/MIDI|>
MIDI/random_notes_42.mid,MIDI2WAV/random_notes_42.wav,<|MIDI|> C1 E1 F#1 C3 F#6 <|/MIDI|>
MIDI/random_notes_43.mid,MIDI2WAV/random_notes_43.wav,<|MIDI|> F#3 F4 C6 D#5 G#1 <|/MIDI|>
MIDI/random_notes_44.mid,MIDI2WAV/random_notes_44.wav,<|MIDI|> B1 A#0 C#5 F1 G#2 <|/MIDI|>
MIDI/random_notes_45.mid,MIDI2WAV/random_notes_45.wav,<|MIDI|> G3 E2 C#2 G#1 C1 <|/MIDI|>
MIDI/random_notes_46.mid,MIDI2WAV/random_notes_46.wav,<|MIDI|> F#6 C6 A#0 F1 G#3 <|/MIDI|>
MIDI/random_notes_47.mid,MIDI2WAV/random_notes_47.wav,<|MIDI|> E2 A1 B4 D4 C3 <|/MIDI|>
MIDI/random_notes_48.mid,MIDI2WAV/random_notes_48.wav,<|MIDI|> A1 A6 G1 A#6 D3 <|/MIDI|>
MIDI/random_notes_49.mid,MIDI2WAV/random_notes_49.wav,<|MIDI|> B4 D#5 D4 G2 C#4 <|/MIDI|>
MIDI/random_notes_50.mid,MIDI2WAV/random_notes_50.wav,<|MIDI|> F6 F6 D7 E7 E6 <|/MIDI|>
MIDI/random_notes_51.mid,MIDI2WAV/random_notes_51.wav,<|MIDI|> E7 F2 A#0 C4 C7 <|/MIDI|>
MIDI/random_notes_52.mid,MIDI2WAV/random_notes_52.wav,<|MIDI|> D#2 A1 F#4 E3 C#5 <|/MIDI|>
MIDI/random_notes_53.mid,MIDI2WAV/random_notes_53.wav,<|MIDI|> G4 C#4 B6 F1 E7 <|/MIDI|>
MIDI/random_notes_54.mid,MIDI2WAV/random_notes_54.wav,<|MIDI|> A#1 G#5 G#6 A3 A#0 <|/MIDI|>
MIDI/random_notes_55.mid,MIDI2WAV/random_notes_55.wav,<|MIDI|> C#6 A#2 G4 G1 F#1 <|/MIDI|>
MIDI/random_notes_56.mid,MIDI2WAV/random_notes_56.wav,<|MIDI|> F#2 A#5 A#5 D#7 B0 <|/MIDI|>
MIDI/random_notes_57.mid,MIDI2WAV/random_notes_57.wav,<|MIDI|> A2 A4 C#1 D1 G1 <|/MIDI|>
MIDI/random_notes_58.mid,MIDI2WAV/random_notes_58.wav,<|MIDI|> A#0 B7 C4 A5 F7 <|/MIDI|>
MIDI/random_notes_59.mid,MIDI2WAV/random_notes_59.wav,<|MIDI|> D#3 D#7 G#4 C#1 A#1 <|/MIDI|>
MIDI/random_notes_60.mid,MIDI2WAV/random_notes_60.wav,<|MIDI|> F#2 C4 D4 C4 A#6 <|/MIDI|>
MIDI/random_notes_61.mid,MIDI2WAV/random_notes_61.wav,<|MIDI|> G#7 C#6 A3 E5 F#5 <|/MIDI|>
MIDI/random_notes_62.mid,MIDI2WAV/random_notes_62.wav,<|MIDI|> B7 G6 E4 A#0 B0 <|/MIDI|>
MIDI/random_notes_63.mid,MIDI2WAV/random_notes_63.wav,<|MIDI|> A#1 A#2 F2 D#7 B2 <|/MIDI|>
MIDI/random_notes_64.mid,MIDI2WAV/random_notes_64.wav,<|MIDI|> F3 F#4 F#4 C1 D5 <|/MIDI|>
MIDI/random_notes_65.mid,MIDI2WAV/random_notes_65.wav,<|MIDI|> C3 G#4 F#6 B6 G6 <|/MIDI|>
MIDI/random_notes_66.mid,MIDI2WAV/random_notes_66.wav,<|MIDI|> D#3 D7 A4 C#3 B7 <|/MIDI|>
MIDI/random_notes_67.mid,MIDI2WAV/random_notes_67.wav,<|MIDI|> B2 B4 F#5 A#2 A4 <|/MIDI|>
MIDI/random_notes_68.mid,MIDI2WAV/random_notes_68.wav,<|MIDI|> D5 A6 F4 G5 G#2 <|/MIDI|>
MIDI/random_notes_69.mid,MIDI2WAV/random_notes_69.wav,<|MIDI|> D#7 A#4 A#4 A3 C3 <|/MIDI|>
MIDI/random_notes_70.mid,MIDI2WAV/random_notes_70.wav,<|MIDI|> G#3 B0 D#1 A#5 F6 <|/MIDI|>
MIDI/random_notes_71.mid,MIDI2WAV/random_notes_71.wav,<|MIDI|> B1 F#6 C1 F#2 F2 <|/MIDI|>
MIDI/random_notes_72.mid,MIDI2WAV/random_notes_72.wav,<|MIDI|> B5 G#7 B2 C#1 A#3 <|/MIDI|>
MIDI/random_notes_73.mid,MIDI2WAV/random_notes_73.wav,<|MIDI|> F4 C4 B4 G#3 E3 <|/MIDI|>
MIDI/random_notes_74.mid,MIDI2WAV/random_notes_74.wav,<|MIDI|> G#1 A#0 A#2 G1 A3 <|/MIDI|>
MIDI/random_notes_75.mid,MIDI2WAV/random_notes_75.wav,<|MIDI|> D#2 G2 B5 A0 G4 <|/MIDI|>
MIDI/random_notes_76.mid,MIDI2WAV/random_notes_76.wav,<|MIDI|> G#1 D#1 A#0 F2 B6 <|/MIDI|>
MIDI/random_notes_77.mid,MIDI2WAV/random_notes_77.wav,<|MIDI|> F#3 F6 G#6 A#0 A2 <|/MIDI|>
MIDI/random_notes_78.mid,MIDI2WAV/random_notes_78.wav,<|MIDI|> E1 E4 C#4 A#2 A#1 <|/MIDI|>
MIDI/random_notes_79.mid,MIDI2WAV/random_notes_79.wav,<|MIDI|> G6 G4 F3 A#7 G#7 <|/MIDI|>
MIDI/random_notes_80.mid,MIDI2WAV/random_notes_80.wav,<|MIDI|> E4 D7 F#7 F5 B4 <|/MIDI|>
MIDI/random_notes_81.mid,MIDI2WAV/random_notes_81.wav,<|MIDI|> D#3 D#1 F7 G7 E5 <|/MIDI|>
MIDI/random_notes_82.mid,MIDI2WAV/random_notes_82.wav,<|MIDI|> B3 C6 G#4 F#5 C#3 <|/MIDI|>
MIDI/random_notes_83.mid,MIDI2WAV/random_notes_83.wav,<|MIDI|> F#7 A#7 E7 C#4 C#1 <|/MIDI|>
MIDI/random_notes_84.mid,MIDI2WAV/random_notes_84.wav,<|MIDI|> B4 D6 G#7 C3 D#1 <|/MIDI|>
MIDI/random_notes_85.mid,MIDI2WAV/random_notes_85.wav,<|MIDI|> D2 A#5 E4 A#7 C#3 <|/MIDI|>
MIDI/random_notes_86.mid,MIDI2WAV/random_notes_86.wav,<|MIDI|> G#7 D4 C7 D#2 D#1 <|/MIDI|>
MIDI/random_notes_87.mid,MIDI2WAV/random_notes_87.wav,<|MIDI|> A#3 F#1 G2 C4 G#3 <|/MIDI|>
MIDI/random_notes_88.mid,MIDI2WAV/random_notes_88.wav,<|MIDI|> C#2 G#6 G#1 F#2 D7 <|/MIDI|>
MIDI/random_notes_89.mid,MIDI2WAV/random_notes_89.wav,<|MIDI|> C#6 D#2 D1 A3 A#5 <|/MIDI|>
MIDI/random_notes_90.mid,MIDI2WAV/random_notes_90.wav,<|MIDI|> D#7 C4 D#1 A#5 F#5 <|/MIDI|>
MIDI/random_notes_91.mid,MIDI2WAV/random_notes_91.wav,<|MIDI|> F4 E2 B2 C5 A#0 <|/MIDI|>
MIDI/random_notes_92.mid,MIDI2WAV/random_notes_92.wav,<|MIDI|> A4 A3 D#5 D#3 D6 <|/MIDI|>
MIDI/random_notes_93.mid,MIDI2WAV/random_notes_93.wav,<|MIDI|> C#1 G#7 F7 D#3 A4 <|/MIDI|>
MIDI/random_notes_94.mid,MIDI2WAV/random_notes_94.wav,<|MIDI|> D#3 C#5 F7 G7 A#6 <|/MIDI|>
MIDI/random_notes_95.mid,MIDI2WAV/random_notes_95.wav,<|MIDI|> F#1 B5 A#1 C#3 C7 <|/MIDI|>
MIDI/random_notes_96.mid,MIDI2WAV/random_notes_96.wav,<|MIDI|> F#1 C5 A#3 A#1 C#5 <|/MIDI|>
MIDI/random_notes_97.mid,MIDI2WAV/random_notes_97.wav,<|MIDI|> G#1 A4 C#5 D7 G7 <|/MIDI|>
MIDI/random_notes_98.mid,MIDI2WAV/random_notes_98.wav,<|MIDI|> E4 G5 F3 F6 A#6 <|/MIDI|>
MIDI/random_notes_99.mid,MIDI2WAV/random_notes_99.wav,<|MIDI|> D3 C#3 E5 C8 F3 <|/MIDI|>
MIDI/random_notes_100.mid,MIDI2WAV/random_notes_100.wav,<|MIDI|> A#6 D2 A#3 E5 C8 <|/MIDI|>
MIDI/random_notes_101.mid,MIDI2WAV/random_notes_101.wav,<|MIDI|> E3 B5 A4 B7 B1 <|/MIDI|>
MIDI/random_notes_102.mid,MIDI2WAV/random_notes_102.wav,<|MIDI|> F6 D2 F3 C3 E7 <|/MIDI|>
MIDI/random_notes_103.mid,MIDI2WAV/random_notes_103.wav,<|MIDI|> C#6 B1 G7 E6 A1 <|/MIDI|>
MIDI/random_notes_104.mid,MIDI2WAV/random_notes_104.wav,<|MIDI|> G7 E5 D6 B6 C5 <|/MIDI|>
MIDI/random_notes_105.mid,MIDI2WAV/random_notes_105.wav,<|MIDI|> F2 C2 G7 F6 A#3 <|/MIDI|>
MIDI/random_notes_106.mid,MIDI2WAV/random_notes_106.wav,<|MIDI|> A#5 F7 B7 F#3 A3 <|/MIDI|>
MIDI/random_notes_107.mid,MIDI2WAV/random_notes_107.wav,<|MIDI|> D2 D3 G1 A7 A#7 <|/MIDI|>
MIDI/random_notes_108.mid,MIDI2WAV/random_notes_108.wav,<|MIDI|> B2 E5 B0 C5 F#7 <|/MIDI|>
MIDI/random_notes_109.mid,MIDI2WAV/random_notes_109.wav,<|MIDI|> D#3 A#7 D2 C#5 C2 <|/MIDI|>
MIDI/random_notes_110.mid,MIDI2WAV/random_notes_110.wav,<|MIDI|> A#1 F#5 C1 G7 F#6 <|/MIDI|>
MIDI/random_notes_111.mid,MIDI2WAV/random_notes_111.wav,<|MIDI|> D#5 E4 D#4 D6 E6 <|/MIDI|>
MIDI/random_notes_112.mid,MIDI2WAV/random_notes_112.wav,<|MIDI|> G#3 A4 G6 A#3 A#4 <|/MIDI|>
MIDI/random_notes_113.mid,MIDI2WAV/random_notes_113.wav,<|MIDI|> E1 G6 A#4 F3 E2 <|/MIDI|>
MIDI/random_notes_114.mid,MIDI2WAV/random_notes_114.wav,<|MIDI|> G5 C#4 A#2 E7 G5 <|/MIDI|>
MIDI/random_notes_115.mid,MIDI2WAV/random_notes_115.wav,<|MIDI|> A#0 F1 D3 D3 B1 <|/MIDI|>
MIDI/random_notes_116.mid,MIDI2WAV/random_notes_116.wav,<|MIDI|> E4 C1 G#3 C1 A4 <|/MIDI|>
MIDI/random_notes_117.mid,MIDI2WAV/random_notes_117.wav,<|MIDI|> C6 D6 A7 F#3 B4 <|/MIDI|>
MIDI/random_notes_118.mid,MIDI2WAV/random_notes_118.wav,<|MIDI|> A0 B0 E6 A1 E3 <|/MIDI|>
MIDI/random_notes_119.mid,MIDI2WAV/random_notes_119.wav,<|MIDI|> F#5 A5 C3 A#1 A#5 <|/MIDI|>
MIDI/random_notes_120.mid,MIDI2WAV/random_notes_120.wav,<|MIDI|> E4 C8 E7 B6 B3 <|/MIDI|>
MIDI/random_notes_121.mid,MIDI2WAV/random_notes_121.wav,<|MIDI|> G#5 B6 F#1 C1 C7 <|/MIDI|>
MIDI/random_notes_122.mid,MIDI2WAV/random_notes_122.wav,<|MIDI|> G2 B0 G#6 C#7 B5 <|/MIDI|>
MIDI/random_notes_123.mid,MIDI2WAV/random_notes_123.wav,<|MIDI|> C7 D#1 E2 A3 C#6 <|/MIDI|>
MIDI/random_notes_124.mid,MIDI2WAV/random_notes_124.wav,<|MIDI|> G4 D3 B6 A6 D#2 <|/MIDI|>
MIDI/random_notes_125.mid,MIDI2WAV/random_notes_125.wav,<|MIDI|> F#3 A#1 G#3 C3 C#4 <|/MIDI|>
MIDI/random_notes_126.mid,MIDI2WAV/random_notes_126.wav,<|MIDI|> D5 F#6 C#7 G1 C#6 <|/MIDI|>
MIDI/random_notes_127.mid,MIDI2WAV/random_notes_127.wav,<|MIDI|> C3 D2 A#2 E6 B1 <|/MIDI|>
MIDI/random_notes_128.mid,MIDI2WAV/random_notes_128.wav,<|MIDI|> D4 B1 B1 F#4 G7 <|/MIDI|>
MIDI/random_notes_129.mid,MIDI2WAV/random_notes_129.wav,<|MIDI|> B2 E2 G3 G2 G4 <|/MIDI|>
MIDI/random_notes_130.mid,MIDI2WAV/random_notes_130.wav,<|MIDI|> A6 A#4 D#7 F6 C3 <|/MIDI|>
MIDI/random_notes_131.mid,MIDI2WAV/random_notes_131.wav,<|MIDI|> G3 A7 B3 D#6 F3 <|/MIDI|>
MIDI/random_notes_132.mid,MIDI2WAV/random_notes_132.wav,<|MIDI|> F#4 F6 C8 C8 D#4 <|/MIDI|>
MIDI/random_notes_133.mid,MIDI2WAV/random_notes_133.wav,<|MIDI|> G1 G6 A4 G#6 F#7 <|/MIDI|>
MIDI/random_notes_134.mid,MIDI2WAV/random_notes_134.wav,<|MIDI|> C7 D#5 F#4 A1 F#5 <|/MIDI|>
MIDI/random_notes_135.mid,MIDI2WAV/random_notes_135.wav,<|MIDI|> B7 C6 D#7 C3 B2 <|/MIDI|>
MIDI/random_notes_136.mid,MIDI2WAV/random_notes_136.wav,<|MIDI|> G2 A1 G#2 C#6 C7 <|/MIDI|>
MIDI/random_notes_137.mid,MIDI2WAV/random_notes_137.wav,<|MIDI|> D1 C#1 A5 C2 F#7 <|/MIDI|>
MIDI/random_notes_138.mid,MIDI2WAV/random_notes_138.wav,<|MIDI|> A1 E7 C#5 A6 A#5 <|/MIDI|>
MIDI/random_notes_139.mid,MIDI2WAV/random_notes_139.wav,<|MIDI|> E7 G#2 B3 A0 G3 <|/MIDI|>
MIDI/random_notes_140.mid,MIDI2WAV/random_notes_140.wav,<|MIDI|> D#2 F#5 C7 D#7 F#1 <|/MIDI|>
MIDI/random_notes_141.mid,MIDI2WAV/random_notes_141.wav,<|MIDI|> B2 A#1 F5 C#4 A#7 <|/MIDI|>
MIDI/random_notes_142.mid,MIDI2WAV/random_notes_142.wav,<|MIDI|> E2 C#7 C3 C4 A#2 <|/MIDI|>
MIDI/random_notes_143.mid,MIDI2WAV/random_notes_143.wav,<|MIDI|> E4 E6 F#5 F2 G#1 <|/MIDI|>
MIDI/random_notes_144.mid,MIDI2WAV/random_notes_144.wav,<|MIDI|> A7 D#2 A3 G#2 F#1 <|/MIDI|>
MIDI/random_notes_145.mid,MIDI2WAV/random_notes_145.wav,<|MIDI|> A6 G6 A0 A1 B5 <|/MIDI|>
MIDI/random_notes_146.mid,MIDI2WAV/random_notes_146.wav,<|MIDI|> A#4 E6 G1 F#2 G#3 <|/MIDI|>
MIDI/random_notes_147.mid,MIDI2WAV/random_notes_147.wav,<|MIDI|> G#5 C#5 C2 A1 A3 <|/MIDI|>
MIDI/random_notes_148.mid,MIDI2WAV/random_notes_148.wav,<|MIDI|> C1 A#1 A#0 D7 F5 <|/MIDI|>
MIDI/random_notes_149.mid,MIDI2WAV/random_notes_149.wav,<|MIDI|> D#3 F#7 G#5 B0 C7 <|/MIDI|>
MIDI/random_notes_150.mid,MIDI2WAV/random_notes_150.wav,<|MIDI|> F#4 B4 D#3 F#7 G7 <|/MIDI|>
MIDI/random_notes_151.mid,MIDI2WAV/random_notes_151.wav,<|MIDI|> F#3 A4 F#4 A#6 G#7 <|/MIDI|>
MIDI/random_notes_152.mid,MIDI2WAV/random_notes_152.wav,<|MIDI|> C5 F#7 A4 G#6 G#3 <|/MIDI|>
MIDI/random_notes_153.mid,MIDI2WAV/random_notes_153.wav,<|MIDI|> E5 D#4 G6 E2 E2 <|/MIDI|>
MIDI/random_notes_154.mid,MIDI2WAV/random_notes_154.wav,<|MIDI|> A0 D5 C#4 G#2 F6 <|/MIDI|>
MIDI/random_notes_155.mid,MIDI2WAV/random_notes_155.wav,<|MIDI|> A#6 G#7 F2 C#4 F#6 <|/MIDI|>
MIDI/random_notes_156.mid,MIDI2WAV/random_notes_156.wav,<|MIDI|> G2 G6 E6 D#6 G3 <|/MIDI|>
MIDI/random_notes_157.mid,MIDI2WAV/random_notes_157.wav,<|MIDI|> E4 D#5 C#4 B2 D5 <|/MIDI|>
MIDI/random_notes_158.mid,MIDI2WAV/random_notes_158.wav,<|MIDI|> D#4 E5 C5 F7 C#3 <|/MIDI|>
MIDI/random_notes_159.mid,MIDI2WAV/random_notes_159.wav,<|MIDI|> B4 C#2 B4 C4 C5 <|/MIDI|>
MIDI/random_notes_160.mid,MIDI2WAV/random_notes_160.wav,<|MIDI|> A#0 C#3 D5 A#1 C#4 <|/MIDI|>
MIDI/random_notes_161.mid,MIDI2WAV/random_notes_161.wav,<|MIDI|> G2 F5 C2 D#2 F#2 <|/MIDI|>
MIDI/random_notes_162.mid,MIDI2WAV/random_notes_162.wav,<|MIDI|> G#3 C1 A#7 A2 B7 <|/MIDI|>
MIDI/random_notes_163.mid,MIDI2WAV/random_notes_163.wav,<|MIDI|> C#3 B5 A#1 F#2 F7 <|/MIDI|>
MIDI/random_notes_164.mid,MIDI2WAV/random_notes_164.wav,<|MIDI|> A0 E6 A#2 E5 G2 <|/MIDI|>
MIDI/random_notes_165.mid,MIDI2WAV/random_notes_165.wav,<|MIDI|> D7 A#4 A#0 B5 D#1 <|/MIDI|>
MIDI/random_notes_166.mid,MIDI2WAV/random_notes_166.wav,<|MIDI|> B3 G7 C#2 C7 F3 <|/MIDI|>
MIDI/random_notes_167.mid,MIDI2WAV/random_notes_167.wav,<|MIDI|> A#0 A4 D#1 D#3 D6 <|/MIDI|>
MIDI/random_notes_168.mid,MIDI2WAV/random_notes_168.wav,<|MIDI|> D#1 F#6 B3 D#5 D5 <|/MIDI|>
